BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated
1966,TRUE,3,1,5,5,4,4,FALSE,0,3,8459.4916
1965,TRUE,2,1,3,3,3,3,TRUE,3,1,16563.753
1965,FALSE,2,1,0,0,3,3,FALSE,3,1,27939.4888
1964,FALSE,2,0,3,3,3,3,TRUE,3,2,15981.994
1964,FALSE,2,1,4,4,3,3,TRUE,4,3,21482.2707
1961,TRUE,2,0,1,0,2,2,TRUE,3,1,11347.7426
1961,TRUE,2,1,1,0,2,2,FALSE,0,1,6855.4544
1966,FALSE,3,0,0,0,4,4,FALSE,1,1,16684.874
1960,TRUE,2,0,1,0,2,2,TRUE,3,1,11398.5907
1960,FALSE,2,0,1,0,2,2,TRUE,3,1,14170.1196
1965,FALSE,3,0,5,5,3,3,TRUE,1,4,10366.8875
1965,TRUE,3,0,5,5,3,3,TRUE,1,4,8318.1708
1964,FALSE,2,1,0,0,3,3,FALSE,3,1,27902.7677
1963,FALSE,2,0,0,0,3,3,FALSE,3,2,21416.8242
1962,FALSE,2,1,1,0,2,2,TRUE,3,1,18397.2466
1962,TRUE,2,0,1,0,2,2,TRUE,3,1,11401.376
1962,TRUE,2,1,5,4,2,2,TRUE,3,2,10018.3429
1961,TRUE,2,0,5,4,2,2,FALSE,0,2,3491.4173
1960,TRUE,2,0,5,4,2,2,TRUE,3,3,7665.381
1960,TRUE,2,1,5,4,2,2,TRUE,3,3,9974.86
1976,TRUE,1,1,0,0,1,2,TRUE,3,3,11591.257
1976,FALSE,1,1,0,0,1,2,FALSE,0,2,6765.6171
1975,FALSE,1,1,0,0,1,2,FALSE,0,2,6750.0641
1976,FALSE,1,0,0,0,1,2,TRUE,3,2,11157.5334
1980,TRUE,1,0,0,0,1,2,FALSE,0,2,4067.6326
1980,FALSE,1,0,0,0,1,2,TRUE,3,2,11184.8739
1937,TRUE,1,0,2,0,2,1,FALSE,0,2,2625.8059
1977,TRUE,1,0,0,0,1,2,TRUE,3,2,8945.5954
1977,FALSE,1,1,0,0,1,2,TRUE,3,2,14578.2502
1979,FALSE,1,1,0,0,1,2,FALSE,0,2,6678.8808
1939,FALSE,1,0,2,0,3,4,TRUE,3,2,16101.8487
1940,TRUE,1,0,2,0,3,4,TRUE,3,2,12895.6943
1976,TRUE,1,1,0,0,1,2,TRUE,3,2,11566.7584
1975,FALSE,1,0,0,0,1,2,FALSE,1,2,5688.6716
1974,FALSE,1,0,0,0,2,2,FALSE,1,1,6532.9763
1973,TRUE,2,1,0,0,2,2,FALSE,1,1,9441.6584
1967,FALSE,4,0,0,0,4,4,FALSE,0,2,21247.6983
1968,TRUE,3,0,4,4,3,4,TRUE,1,1,10720.4433
1968,FALSE,3,1,4,4,2,2,FALSE,1,2,8418.9177
1968,TRUE,3,0,4,4,2,2,TRUE,0,3,5642.3166
1968,FALSE,4,0,1,0,4,4,FALSE,0,3,16883.0435
1979,FALSE,1,1,0,0,1,2,FALSE,1,2,7330.9844
1979,FALSE,1,1,0,0,2,2,FALSE,3,1,13796.1667
1979,TRUE,1,0,0,0,2,2,TRUE,3,1,10205.9841
1944,TRUE,0,0,5,0,1,2,TRUE,3,4,2148.3656
1979,FALSE,2,1,0,0,2,2,TRUE,3,1,23134.1983
1979,TRUE,2,1,0,0,2,2,FALSE,1,1,9404.4483
1978,TRUE,1,1,0,0,0,1,FALSE,1,2,4254.5341
1947,TRUE,0,1,2,1,1,2,FALSE,1,2,1575.9599
1978,FALSE,1,1,0,0,2,2,TRUE,3,1,16508.8883
1946,FALSE,0,0,4,0,1,2,TRUE,3,2,2829.1692
1946,TRUE,0,1,4,0,1,2,FALSE,1,2,1541.9492
1963,FALSE,3,0,0,0,2,3,TRUE,4,1,28174.3276
1963,FALSE,3,1,0,0,2,3,FALSE,0,2,15176.627
1963,TRUE,3,0,0,2,2,3,TRUE,2,2,13205.1747
1963,FALSE,4,1,3,2,3,4,FALSE,1,4,21715.0389
1963,TRUE,4,0,3,2,3,4,TRUE,1,4,16046.6507
1963,TRUE,4,0,3,2,3,4,TRUE,1,4,16066.0377
1963,TRUE,4,0,2,0,3,4,TRUE,0,4,17088.414
1963,TRUE,4,1,1,1,3,4,TRUE,0,4,22143.0512
1962,TRUE,3,1,5,4,2,3,TRUE,3,4,14041.3395
1962,TRUE,3,1,5,4,2,3,TRUE,3,4,14058.8845
1962,FALSE,3,0,1,1,2,3,FALSE,1,3,9314.6287
1962,TRUE,4,1,1,1,3,4,TRUE,3,1,39750.0402
1962,FALSE,4,1,1,3,3,4,FALSE,1,3,25358.5013
1962,TRUE,4,1,1,1,3,4,TRUE,1,3,24294.7128
1962,TRUE,4,1,1,1,1,3,TRUE,3,4,23231.5057
1962,FALSE,4,0,1,1,3,4,FALSE,0,4,17732.1131
1962,TRUE,4,0,1,1,3,4,TRUE,2,4,22168.6574
1962,TRUE,4,0,1,2,3,4,TRUE,2,4,22029.1825
1961,TRUE,3,0,5,4,2,3,TRUE,1,3,6720.2886
1961,TRUE,4,0,1,3,3,4,TRUE,2,3,22121.0298
1961,FALSE,4,0,1,3,3,4,TRUE,3,3,38260.7842
1961,FALSE,4,0,1,2,3,4,FALSE,0,3,17765.0612
1961,TRUE,4,0,1,1,3,4,TRUE,2,4,22137.0733
1961,FALSE,4,0,1,3,3,4,FALSE,0,2,17760.0891
1955,TRUE,2,0,2,0,1,3,FALSE,3,2,8702.9171
1954,FALSE,3,0,2,0,0,2,FALSE,1,2,6798.1327
1954,FALSE,3,0,2,0,0,2,FALSE,1,2,6793.4011
1935,TRUE,1,0,2,0,4,4,TRUE,3,2,11109.3809
1935,TRUE,2,0,2,0,4,4,TRUE,3,2,15554.0113
1935,TRUE,4,0,1,1,4,4,TRUE,2,5,19167.7839
1936,TRUE,1,1,2,0,4,4,TRUE,3,2,14425.5263
1936,TRUE,2,1,2,0,4,4,FALSE,1,2,10383.313
1936,TRUE,4,0,2,2,4,4,TRUE,2,3,17511.8495
1960,TRUE,3,1,4,3,1,3,TRUE,3,2,13306.9248
1960,TRUE,4,1,1,1,1,3,TRUE,2,4,16698.0668
1954,FALSE,3,1,2,0,0,2,TRUE,3,2,17275.7239
1954,FALSE,3,1,2,0,0,2,TRUE,3,2,17226.0528
1954,TRUE,2,1,3,0,0,2,TRUE,3,2,10601.9042
1954,TRUE,2,0,2,0,0,2,TRUE,3,2,8649.7322
1954,TRUE,2,0,2,0,0,2,FALSE,1,2,4428.5987
1954,TRUE,2,1,2,0,0,2,FALSE,1,2,5730.1733
1953,FALSE,2,0,3,0,4,4,TRUE,3,2,18186.7667
1953,FALSE,2,0,3,0,4,4,TRUE,3,2,18199.4581
1937,TRUE,2,1,3,0,4,4,TRUE,1,2,11512.632
1937,TRUE,2,0,3,0,4,4,TRUE,4,3,16142.3871
1938,TRUE,2,1,3,0,4,4,TRUE,4,2,21084.2292
1938,TRUE,2,1,5,0,4,4,TRUE,4,2,18289.3701
1939,FALSE,2,1,3,0,4,4,TRUE,4,2,26322.6373
1939,TRUE,2,1,3,0,4,4,FALSE,1,2,9747.4194
1939,TRUE,2,0,5,0,4,4,TRUE,4,2,14069.9038
1940,TRUE,2,1,3,0,4,4,FALSE,1,2,9673.2608
1940,TRUE,2,1,5,0,4,4,TRUE,4,2,18294.2788
1940,FALSE,2,1,5,0,4,4,TRUE,4,2,22828.1599
1940,TRUE,2,0,5,0,4,4,TRUE,1,2,7727.6031
1940,TRUE,3,0,4,0,3,4,TRUE,3,2,19320.9881
1940,FALSE,3,0,4,0,3,4,TRUE,3,5,24124.2227
1941,TRUE,1,0,4,0,3,4,TRUE,1,2,6898.6468
1941,FALSE,1,0,4,0,3,4,FALSE,1,3,7224.594
1941,FALSE,1,1,4,0,3,4,TRUE,4,3,20296.2359
1941,TRUE,1,1,4,0,3,4,TRUE,4,2,16220.0486
1941,FALSE,2,0,5,0,4,4,TRUE,4,2,17601.0251
1942,TRUE,1,0,4,0,3,4,TRUE,1,2,6909.9182
1946,TRUE,0,1,4,0,1,2,FALSE,1,2,1570.8179
1946,TRUE,0,1,4,0,1,2,FALSE,1,2,1414.2647
1978,FALSE,2,1,0,0,2,2,FALSE,0,2,10707.3757
1977,FALSE,1,1,0,0,0,1,TRUE,3,2,10677.5652
1977,FALSE,1,0,0,0,2,2,TRUE,3,2,12811.3355
1977,TRUE,1,1,0,0,2,2,TRUE,3,2,13317.2607
1977,TRUE,2,1,0,0,2,2,TRUE,3,2,18542.1134
1976,TRUE,2,0,0,0,2,2,TRUE,3,2,14338.1777
1976,TRUE,2,0,0,0,2,2,TRUE,3,2,14297.219
1949,TRUE,0,0,2,1,0,1,TRUE,1,2,968.8444
1949,FALSE,1,1,3,0,2,1,TRUE,3,2,8652.9692
1950,TRUE,1,1,3,0,2,1,FALSE,1,2,3578.9755
1951,TRUE,0,1,2,1,0,1,TRUE,3,2,2300.3756
1951,TRUE,1,0,3,0,1,2,TRUE,3,2,6027.1444
1980,FALSE,1,0,0,0,0,1,TRUE,3,2,8217.8456
1952,TRUE,1,0,3,0,1,2,TRUE,3,2,6051.4336
1952,TRUE,1,0,3,0,1,2,TRUE,3,2,6000.4653
1953,FALSE,1,1,3,0,2,2,TRUE,3,3,11286.7001
1953,TRUE,1,1,3,0,2,2,TRUE,3,2,8981.0282
1954,TRUE,2,1,2,0,2,2,TRUE,3,2,13533.1366
1975,FALSE,1,1,0,0,2,2,TRUE,3,2,16634.9245
1975,FALSE,1,1,0,0,1,2,TRUE,3,2,14483.084
1975,TRUE,1,0,0,0,1,2,TRUE,3,2,8936.9152
1975,TRUE,2,0,0,0,2,2,TRUE,3,2,14270.1183
1975,FALSE,2,0,0,0,2,2,FALSE,1,3,9098.9805
1975,FALSE,2,0,0,0,2,2,FALSE,1,2,9075.1053
1973,TRUE,2,0,0,0,2,2,FALSE,1,2,7262.3245
1973,FALSE,2,0,0,0,2,2,FALSE,1,2,9072.4773
1973,TRUE,2,0,0,0,2,3,FALSE,1,2,8414.9139
1973,TRUE,2,1,0,0,2,3,TRUE,3,2,21359.6906
1976,FALSE,2,1,0,0,2,3,FALSE,1,2,13571.7574
1955,FALSE,3,0,2,0,1,2,TRUE,3,2,13906.0711
1955,TRUE,3,0,2,0,1,2,TRUE,3,2,11223.3511
1955,TRUE,3,1,2,0,1,2,TRUE,3,2,14463.21
1956,FALSE,3,0,2,0,1,2,FALSE,1,2,7071.5138
1956,TRUE,3,1,2,0,1,2,TRUE,3,2,14580.4016
1976,FALSE,2,0,0,0,2,3,FALSE,1,2,10529.0395
1957,FALSE,2,1,2,0,1,3,TRUE,3,2,17017.5869
1957,FALSE,2,0,2,0,1,3,FALSE,3,2,10929.6223
1958,TRUE,3,1,1,1,3,4,TRUE,0,2,15832.1272
1958,FALSE,4,1,5,1,3,4,TRUE,2,4,26641.4949
1958,TRUE,4,1,4,1,3,4,TRUE,2,4,22967.2101
1958,FALSE,4,1,0,0,4,4,TRUE,0,3,33108.3839
1974,TRUE,2,0,0,0,2,3,TRUE,3,3,16444.6114
1974,TRUE,2,1,0,0,2,3,TRUE,3,2,21402.1293
1966,FALSE,4,0,0,0,3,4,FALSE,0,1,24537.2067
1966,FALSE,4,0,0,0,4,4,FALSE,1,4,23415.1707
1957,TRUE,3,1,2,0,2,3,TRUE,3,1,19142.4005
1956,TRUE,2,0,2,0,1,3,FALSE,3,2,8768.5748
1956,TRUE,2,0,2,0,1,3,FALSE,1,2,5284.8734
1956,TRUE,2,1,3,0,2,3,FALSE,3,2,12118.8889
1932,TRUE,1,1,2,0,4,4,TRUE,1,2,8815.0087
1965,FALSE,3,1,4,4,2,3,TRUE,2,3,13711.6742
1965,TRUE,3,1,5,5,2,3,TRUE,0,3,7925.2765
1965,TRUE,3,1,3,1,3,4,TRUE,0,4,13615.0415
1965,TRUE,4,1,2,2,3,4,TRUE,2,3,26283.1329
1965,FALSE,4,0,1,3,4,4,FALSE,0,1,15412.926
1965,FALSE,4,1,2,2,4,4,FALSE,0,2,18223.3415
1962,FALSE,1,1,3,2,1,2,TRUE,0,2,5077.8213
1962,TRUE,1,1,3,2,1,2,TRUE,2,2,5279.0829
1962,FALSE,2,0,1,0,3,3,FALSE,2,1,12374.1093
1942,FALSE,1,0,4,0,3,4,FALSE,1,2,7196.9912
1942,TRUE,1,1,4,0,3,4,TRUE,4,2,16245.607
1942,TRUE,2,1,3,0,4,4,TRUE,4,2,21106.6727
1942,TRUE,2,0,3,0,4,4,TRUE,4,2,16277.0897
1943,TRUE,2,0,3,0,4,4,TRUE,4,2,16282.0021
1943,TRUE,2,1,5,0,3,4,TRUE,4,2,21116.1535
1943,TRUE,3,1,5,0,3,4,TRUE,3,2,23324.341
1943,TRUE,3,1,5,0,3,4,FALSE,1,2,11820.2474
1944,TRUE,1,0,5,0,0,1,FALSE,1,2,1953.2441
1944,TRUE,1,1,4,0,1,3,FALSE,4,2,7973.8123
1944,FALSE,1,1,4,0,1,3,TRUE,4,3,11817.0626
1944,TRUE,1,0,4,0,1,3,FALSE,4,2,6077.3437
1945,TRUE,1,1,4,0,1,3,FALSE,2,2,5065.1744
1945,TRUE,1,0,5,0,1,3,FALSE,2,2,3711.5776
1945,TRUE,2,1,4,0,3,4,FALSE,2,3,12285.5878
1945,TRUE,2,0,5,0,3,4,TRUE,4,2,16183.8823
1946,TRUE,2,0,4,0,3,4,FALSE,2,2,9456.1193
1946,TRUE,2,1,4,0,3,4,TRUE,4,2,22648.6241
1947,FALSE,2,1,2,1,2,3,TRUE,4,1,19647.326
1947,TRUE,2,0,2,1,2,3,TRUE,2,1,7843.2977
1947,FALSE,2,0,2,1,2,3,TRUE,4,1,15173.9677
1947,TRUE,2,1,2,1,2,3,TRUE,4,1,15657.0987
1947,TRUE,2,0,2,1,2,3,TRUE,4,1,12033.2045
1947,TRUE,2,0,2,1,2,3,TRUE,4,1,12156.7853
1948,FALSE,1,0,2,1,1,3,TRUE,4,2,9433.6234
1949,FALSE,2,0,2,1,2,3,TRUE,4,2,15129.246
1949,TRUE,2,0,4,1,2,3,TRUE,1,2,5863.4106
1950,TRUE,1,1,2,1,0,2,TRUE,2,2,5198.7869
1950,FALSE,2,0,2,1,2,3,FALSE,2,2,8101.7922
1950,TRUE,2,0,2,1,1,3,TRUE,4,2,10559.489
1950,TRUE,2,1,2,1,2,3,TRUE,4,1,15695.6818
1950,TRUE,2,0,2,1,2,3,TRUE,4,1,12072.3646
1950,TRUE,2,1,2,1,2,3,TRUE,2,1,10160.074
1950,TRUE,2,0,4,2,2,3,TRUE,4,1,10542.8805
1950,FALSE,3,0,3,1,3,4,TRUE,3,1,23441.1272
1951,TRUE,2,1,2,1,2,3,TRUE,4,1,15728.4679
1951,TRUE,2,0,2,1,2,3,TRUE,2,1,7936.0813
1951,TRUE,2,0,2,1,2,3,FALSE,2,2,6605.8133
1951,TRUE,2,1,4,2,2,3,FALSE,2,2,7503.4625
1952,FALSE,2,0,2,1,0,2,FALSE,2,3,5905.3189
1952,TRUE,2,0,2,1,1,3,FALSE,2,2,5764.283
1953,TRUE,2,1,4,3,2,3,TRUE,2,1,8949.3401
1957,TRUE,4,1,2,2,1,3,TRUE,3,4,21281.7032
1957,TRUE,4,0,2,2,2,3,TRUE,3,2,18740.2073
1957,TRUE,4,0,1,1,2,3,TRUE,3,3,20431.9659
1957,TRUE,4,0,2,2,1,3,TRUE,0,4,9061.2426
1957,TRUE,4,0,2,2,1,3,TRUE,0,3,9042.4772
1956,TRUE,3,1,2,4,2,3,TRUE,3,4,17372.1609
1956,TRUE,4,0,3,5,1,3,TRUE,3,4,15338.7151
1956,TRUE,4,1,3,3,1,3,FALSE,3,5,16576.2178
1956,TRUE,4,1,3,3,1,3,TRUE,3,4,19826.9989
1956,TRUE,4,0,3,3,1,3,TRUE,3,4,15321.4996
1956,TRUE,4,0,3,3,2,3,TRUE,3,4,17465.422
1955,TRUE,4,0,3,4,2,3,TRUE,4,4,19493.7692
1955,TRUE,4,0,3,3,2,3,TRUE,3,4,17481.8273
1955,FALSE,4,1,3,5,2,3,FALSE,0,3,13124.3254
1955,TRUE,4,0,3,3,2,3,TRUE,3,3,17494.7452
1944,TRUE,4,0,3,3,3,4,TRUE,4,4,29130.7909
1944,FALSE,4,1,3,3,3,4,FALSE,0,3,19824.4243
1944,TRUE,4,0,3,3,3,4,TRUE,0,4,14587.1002
1945,TRUE,4,1,3,3,3,4,FALSE,3,5,28478.4017
1945,TRUE,4,1,4,4,2,3,FALSE,3,4,17716.4667
1946,TRUE,3,1,5,0,2,3,FALSE,2,2,9355.9288
1946,TRUE,4,0,4,4,2,3,TRUE,3,4,16307.5446
1946,TRUE,4,1,4,4,2,3,TRUE,0,4,11861.6095
1946,FALSE,4,0,4,4,3,4,FALSE,0,4,14266.1437
1953,TRUE,3,0,4,2,2,3,TRUE,4,2,12964.5153
1954,TRUE,4,1,3,4,2,3,TRUE,0,4,12646.4396
1954,TRUE,4,0,4,4,1,3,TRUE,4,2,15873.1224
1954,FALSE,4,1,4,5,1,3,FALSE,0,2,10754.0732
1953,TRUE,3,1,3,3,3,4,FALSE,2,3,14656.0884
1953,TRUE,3,0,3,3,2,3,TRUE,2,4,8994.5849
1952,FALSE,3,1,4,1,2,3,TRUE,4,2,21089.8478
1952,TRUE,3,0,4,1,2,3,FALSE,2,2,7048.5529
1952,FALSE,3,0,4,1,1,3,TRUE,4,2,14163.2398
1951,TRUE,3,0,4,1,1,3,TRUE,4,2,11340.9035
1951,FALSE,4,0,4,6,2,3,TRUE,4,2,22647.4175
1951,TRUE,4,0,4,4,1,3,TRUE,4,3,15870.5772
1950,TRUE,3,1,4,1,1,4,TRUE,4,3,17790.6773
1950,TRUE,3,1,3,5,2,4,TRUE,3,4,19600.5393
1950,TRUE,4,0,4,5,2,4,TRUE,0,4,10882.6361
1949,TRUE,3,0,5,1,1,4,TRUE,3,3,11407.2906
1949,TRUE,3,1,3,3,2,4,TRUE,4,4,21742.6371
1949,TRUE,4,0,4,4,1,4,TRUE,4,5,18980.4032
1949,TRUE,4,1,4,6,1,4,TRUE,4,4,24774.7974
1948,TRUE,3,1,5,1,1,4,TRUE,4,4,16466.1157
1948,TRUE,3,1,5,1,1,4,TRUE,4,4,16439.1636
1948,FALSE,3,0,5,1,1,4,TRUE,4,4,15809.8002
1948,TRUE,4,0,5,5,3,3,TRUE,0,4,10573.2355
1947,TRUE,3,0,5,0,0,2,FALSE,3,2,7230.2801
1947,TRUE,4,1,5,5,1,4,FALSE,4,4,19205.953
1976,TRUE,2,0,0,0,3,3,TRUE,4,3,22843.0223
1976,FALSE,2,1,0,0,3,3,FALSE,4,3,30975.3574
1976,FALSE,2,1,0,0,3,3,TRUE,4,3,37103.7048
1974,FALSE,2,1,0,0,3,3,FALSE,2,5,20097.2052
1974,TRUE,2,0,0,0,3,3,TRUE,4,4,22941.2603
1974,FALSE,3,0,0,0,3,3,TRUE,4,3,35169.5293
1973,TRUE,4,1,0,0,2,4,TRUE,4,3,49012.3744
1973,TRUE,4,0,0,0,2,4,FALSE,4,3,31326.138
1973,TRUE,4,1,0,0,2,4,TRUE,4,3,48907.2211
1973,TRUE,4,0,0,0,2,4,TRUE,4,3,37702.7935
1973,FALSE,4,1,0,0,2,4,TRUE,4,3,61196.7654
1973,FALSE,4,0,0,0,2,4,TRUE,4,3,47041.131
1973,FALSE,4,0,0,0,0,3,TRUE,4,4,32605.3286
1972,FALSE,3,0,0,0,1,4,TRUE,4,3,29466.0863
1971,FALSE,3,0,0,0,3,3,TRUE,4,4,35116.9638
1971,FALSE,3,1,0,0,3,3,FALSE,4,4,38107.4443
1971,FALSE,3,0,0,0,3,3,FALSE,4,3,29348.6867
1972,TRUE,4,0,0,0,0,3,FALSE,4,4,21712.4312
1972,TRUE,4,1,0,2,0,3,TRUE,4,4,30953.5656
1972,TRUE,4,0,4,4,1,4,TRUE,0,4,9476.5817
1971,TRUE,3,1,0,0,1,4,TRUE,4,3,30664.7956
1971,TRUE,3,1,0,2,1,4,TRUE,4,4,27893.6531
1970,TRUE,4,0,0,0,1,4,TRUE,4,4,32897.8011
1970,FALSE,4,1,0,0,0,3,TRUE,4,4,42524.4894
1970,TRUE,4,0,0,0,0,3,TRUE,4,4,26103.7228
1970,TRUE,4,0,5,5,1,4,TRUE,0,4,8897.796
1970,FALSE,4,1,5,5,3,3,TRUE,0,4,17129.7235
1964,TRUE,3,1,5,5,2,3,TRUE,2,5,10128.89
1964,TRUE,4,1,3,2,3,4,TRUE,1,4,20891.817
1964,TRUE,4,0,3,2,3,4,TRUE,1,3,16054.5575
1934,FALSE,4,1,1,3,4,4,FALSE,0,3,19943.5935
1970,TRUE,1,1,1,1,3,2,TRUE,0,1,6600.3476
1967,FALSE,1,0,0,0,3,3,TRUE,2,1,13263.7279
1967,FALSE,1,1,2,2,3,2,FALSE,0,1,6387.0241
1969,FALSE,2,1,5,5,4,3,TRUE,2,2,11183.8739
1965,TRUE,1,1,3,3,3,2,TRUE,2,1,7406.0326
1965,TRUE,1,1,3,3,3,2,TRUE,2,3,7418.6148
1965,TRUE,1,1,3,3,3,2,TRUE,2,2,7435.6959
1965,FALSE,2,1,0,0,4,3,FALSE,0,1,13374.7934
1964,TRUE,2,1,4,4,3,2,TRUE,2,2,9689.3935
1964,TRUE,2,1,4,4,3,2,FALSE,0,2,6133.3472
1964,TRUE,2,0,4,4,3,2,TRUE,4,3,11402.2016
1964,TRUE,2,1,4,4,3,2,TRUE,3,3,13388.5082
1964,FALSE,2,1,4,2,3,2,FALSE,0,2,7843.2337
1964,TRUE,2,1,4,2,3,2,TRUE,2,2,9660.5164
1964,FALSE,2,0,4,2,3,2,FALSE,0,2,6025.9276
1963,FALSE,2,1,4,2,3,2,FALSE,0,2,7714.8625
1963,FALSE,2,1,4,2,3,3,TRUE,2,2,13932.6827
1963,TRUE,2,1,4,2,3,3,TRUE,2,2,11122.814
1968,FALSE,2,0,0,0,3,3,TRUE,2,1,18599.0537
1963,FALSE,2,1,4,2,3,3,TRUE,2,3,13990.5161
1972,FALSE,0,0,0,0,0,0,FALSE,1,2,2023.1969
1972,FALSE,0,0,0,0,0,0,FALSE,0,2,1821.4994
1972,FALSE,0,1,0,0,0,0,FALSE,0,3,2294.0049
1973,TRUE,1,0,1,1,3,2,TRUE,0,1,5197.8183
1971,FALSE,0,0,0,0,0,0,TRUE,1,2,2358.1328
1971,FALSE,0,1,0,0,0,0,FALSE,1,2,2646.5621
1971,FALSE,0,0,0,0,0,0,TRUE,1,2,2388.4285
1971,FALSE,0,0,0,0,0,0,TRUE,1,2,2353.0547
1929,TRUE,0,0,2,0,2,1,FALSE,1,2,1199.9878
1953,TRUE,0,0,2,1,1,0,TRUE,0,2,1292.2165
1953,TRUE,0,0,2,0,1,0,FALSE,0,2,1111.833
1953,TRUE,0,0,2,0,1,0,FALSE,0,2,1141.3371
1954,TRUE,0,0,2,0,0,0,FALSE,1,2,1175.6782
1954,FALSE,0,0,3,0,0,1,TRUE,1,2,1356.8944
1954,TRUE,1,0,1,0,1,1,TRUE,2,1,3952.6481
1955,TRUE,1,1,2,0,1,2,TRUE,1,2,5193.6991
1956,TRUE,1,0,2,0,1,2,FALSE,0,2,2984.3925
1956,TRUE,1,1,1,0,2,1,TRUE,1,1,4953.463
1957,TRUE,1,0,2,0,1,2,TRUE,1,2,3989.1853
1957,TRUE,1,1,2,0,1,2,FALSE,0,2,3940.7549
1957,TRUE,1,1,1,0,2,1,TRUE,1,1,4994.9143
1958,TRUE,1,1,2,0,2,1,TRUE,0,1,4148.1672
1958,FALSE,1,0,2,0,2,1,TRUE,1,1,4357.6733
1958,FALSE,1,1,2,0,2,1,TRUE,1,1,5622.2433
1959,TRUE,1,1,2,0,2,1,TRUE,0,1,4160.0596
1959,TRUE,1,0,2,0,2,1,TRUE,0,1,3176.7566
1955,TRUE,0,1,2,0,2,0,TRUE,0,1,1984.4173
1955,TRUE,0,0,2,0,2,0,TRUE,0,1,1525.7889
1954,TRUE,0,1,2,0,2,0,TRUE,2,1,2602.7992
1941,TRUE,0,0,2,0,2,0,TRUE,0,1,1611.4298
1980,FALSE,0,1,0,0,2,0,FALSE,0,1,2833.9587
1979,FALSE,0,0,0,0,2,0,TRUE,1,1,2900.4834
1978,FALSE,0,1,0,0,2,0,FALSE,0,1,2797.8459
1959,TRUE,0,1,2,0,2,0,TRUE,2,1,2638.065
1970,FALSE,0,0,0,0,2,0,TRUE,2,1,3385.7363
1970,FALSE,0,1,0,0,2,0,FALSE,2,1,3622.4542
1969,FALSE,0,0,0,0,2,0,FALSE,2,1,2804.6824
1969,FALSE,0,1,0,0,2,0,FALSE,2,1,3651.2566
1952,TRUE,0,1,3,0,2,0,FALSE,0,2,1516.4631
1951,TRUE,0,0,4,0,1,0,FALSE,0,2,942.1942
1968,FALSE,0,0,2,2,1,0,TRUE,0,1,1516.054
1967,TRUE,0,0,1,1,2,0,TRUE,2,1,1936.028
1966,FALSE,0,1,1,1,1,0,FALSE,2,1,2279.1684
1966,FALSE,1,1,1,1,3,1,FALSE,0,1,5380.3082
1966,TRUE,1,0,1,1,3,2,TRUE,0,2,5175.8784
1966,TRUE,1,1,1,1,3,2,TRUE,0,2,6596.0373
1965,FALSE,0,0,5,3,0,0,TRUE,0,2,1262.9468
1965,FALSE,0,0,4,3,0,0,TRUE,0,2,1270.1625
1965,TRUE,1,0,1,1,3,2,TRUE,0,2,5058.5471
1965,TRUE,1,0,1,1,3,2,TRUE,0,2,5178.5031
1964,FALSE,0,0,5,2,0,0,TRUE,0,1,1156.7204
1964,FALSE,0,1,3,2,0,0,TRUE,0,2,1792.2022
1964,FALSE,0,1,3,2,0,0,TRUE,0,2,1777.4617
1963,FALSE,0,0,3,2,0,0,TRUE,0,2,1290.0694
1962,TRUE,1,1,1,0,2,1,TRUE,0,1,4515.954
1965,FALSE,1,0,2,2,2,1,TRUE,0,1,3572.6684
1964,TRUE,1,1,2,2,2,1,FALSE,0,2,3094.0202
1964,FALSE,1,0,2,2,2,1,TRUE,0,2,3656.246
1964,FALSE,1,0,2,2,2,1,TRUE,0,2,3580.5029
1977,FALSE,0,1,0,0,1,0,TRUE,2,1,3920.2301
1979,FALSE,0,0,4,4,1,0,TRUE,0,2,1231.6122
1979,FALSE,0,1,4,4,1,0,TRUE,0,3,1724.9675
1979,FALSE,0,0,5,5,1,0,TRUE,0,2,1148.575
1978,FALSE,1,0,4,4,2,1,TRUE,0,3,3093.2714
1977,FALSE,1,0,5,5,2,1,TRUE,0,1,2910.0305
1977,FALSE,1,0,5,5,2,1,TRUE,0,3,2930.6744
1977,FALSE,1,0,0,0,2,1,FALSE,0,1,4491.0856
1977,FALSE,1,0,0,0,2,1,TRUE,2,1,7037.4156
1977,FALSE,1,0,0,0,2,1,FALSE,2,1,5902.9392
1976,FALSE,0,1,0,0,1,0,FALSE,1,1,2749.6953
1976,FALSE,0,0,0,0,1,0,FALSE,1,1,2109.2157
1975,TRUE,0,1,0,0,0,0,TRUE,0,2,2340.8404
1975,FALSE,0,0,0,0,1,0,FALSE,3,1,3437.4543
1976,FALSE,0,0,0,0,1,0,FALSE,3,1,3483.061
1975,FALSE,1,1,0,0,2,1,FALSE,0,1,5898.3008
1974,FALSE,0,1,0,0,0,0,TRUE,0,2,2839.302
1974,FALSE,0,1,0,0,0,0,FALSE,1,2,2604.1104
1974,FALSE,0,1,0,0,0,0,FALSE,0,2,2396.8533
1974,FALSE,0,1,0,0,0,0,FALSE,0,2,2290.488
1975,FALSE,1,0,0,0,2,1,FALSE,2,1,5911.9208
1975,FALSE,1,0,0,0,2,1,FALSE,0,1,4490.447
